1180722

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.60
4                       1.54
8                       1.59
16                      1.93
32                      1.97
64                      1.98
128                     4.55
256                     4.58
512                     4.64
1024                    4.80
2048                    5.21
4096                    6.34
8192                    6.32
16384                   8.58
32768                  12.80
65536                  20.97
131072                 37.03
262144                 84.44
