1180855

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.61
4                       1.55
8                       1.60
16                      1.93
32                      1.96
64                      1.99
128                     4.54
256                     4.58
512                     4.66
1024                    4.77
2048                    5.19
4096                    6.35
8192                    6.28
16384                   8.53
32768                  12.79
65536                  21.01
131072                 37.03
262144                 84.17
