1180530

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.58
4                       1.51
8                       1.57
16                      1.88
32                      1.92
64                      1.92
128                     4.59
256                     4.60
512                     4.68
1024                    4.78
2048                    5.15
4096                    6.33
8192                    6.30
16384                   8.53
32768                  12.74
65536                  20.85
131072                 36.93
262144                 83.96
