1371826

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.50              7.59              6.41             23.37
2                      10.98              7.65              6.46             48.45
4                      26.28              9.44              8.01              0.00
8                      22.22              7.52              6.34              0.00
16                     20.26             10.38              8.83              0.00
32                     18.76             10.39              8.83              5.26
64                     14.70              9.87              8.39             42.40
128                    41.58             20.85             17.92              0.00
256                    40.51             21.66             18.60              0.00
512                    34.63             22.09             19.03             34.16
1024                   31.33             15.60             13.39              0.00
2048                   37.05             17.97             15.46              0.00
4096                   38.21             23.46             20.22             27.07
8192                   80.90             41.70             36.08              0.00
16384                  52.14             34.36             29.70             40.13
32768                  74.70             47.81             41.38             35.03
65536                 121.53             73.94             64.11             25.77
131072                218.71            139.90            121.48             35.13
262144                852.47            471.49            409.92              7.06
