1371234

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.54             11.51              9.84              0.00
2                      37.91             23.35             20.12             27.68
4                      21.52             11.20              9.54              0.00
8                      21.94              8.09              6.87              0.00
16                     30.99             13.54             11.57              0.00
32                     15.87             12.43             10.63             67.57
64                     12.85              8.47              7.19             39.19
128                    32.25             20.98             18.06             37.60
256                    27.72             16.18             13.89             16.94
512                    23.25             14.39             12.33             28.21
1024                   30.98             14.87             12.74              0.00
2048                   43.63             27.89             24.07             34.61
4096                   76.24             40.74             35.23              0.00
8192                   78.91             32.90             28.40              0.00
16384                  55.76             33.03             28.43             20.04
32768                  82.30             46.11             39.83              9.16
65536                 132.02             71.90             62.28              3.46
131072                207.99            127.31            110.15             26.75
262144                637.26            300.76            261.10              0.00
