1369446

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.23              7.39              6.26              0.00
2                      23.65              9.37              7.98              0.00
4                      17.08             11.91             10.19             49.29
8                      20.21              6.93              5.85              0.00
16                     27.27             23.45             20.21             81.08
32                     17.10             10.95              9.35             34.23
64                     16.68             12.80             10.94             64.55
128                    53.92             25.33             21.84              0.00
256                    56.52             20.81             17.92              0.00
512                    31.58             20.53             17.69             37.52
1024                   55.47             19.83             17.05              0.00
2048                   47.23             17.28             14.84              0.00
4096                   47.96             31.89             27.54             41.68
8192                   47.21             30.92             26.71             39.02
16384                  66.68             41.74             36.15             31.02
32768                 111.04             53.41             46.24              0.00
65536                 296.30            151.36            131.45              0.00
131072                222.76            147.74            128.24             41.50
262144                613.46            330.73            287.16              1.54
