1370671

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.90             10.42              8.89              0.00
2                      17.36             13.33             11.42             64.63
4                      23.18             15.10             12.95             37.56
8                      24.67             13.08             11.19              0.00
16                     20.94             13.13             11.25             30.60
32                     18.13             12.34             10.55             45.20
64                     14.48              9.89              8.40             45.38
128                    23.21             15.02             12.88             36.40
256                    63.52             41.39             35.80             38.19
512                    31.59             18.02             15.49             12.36
1024                   29.00             15.35             13.17              0.00
2048                   30.62             17.61             15.14             14.07
4096                   41.09             25.14             21.68             26.39
8192                   42.22             26.16             22.56             28.82
16384                  50.34             32.89             28.40             38.54
32768                  72.78             46.36             40.12             34.15
65536                 116.35             72.19             62.56             29.40
131072                208.00            122.52            106.44             19.69
262144                674.89            338.23            293.83              0.00
