1371712

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.24              9.76              8.32             22.10
2                      11.69              7.97              6.77             45.03
4                      21.48              8.18              6.94              0.00
8                      13.85             10.14              8.65             57.09
16                     18.55              9.55              8.14              0.00
32                     19.62             11.76             10.06             21.90
64                     27.54             11.79             10.08              0.00
128                    66.00             27.90             24.09              0.00
256                    43.05             15.79             13.57              0.00
512                    26.51             15.99             13.76             23.55
1024                   25.79             16.21             13.93             31.19
2048                   27.57             17.43             14.99             32.32
4096                   41.11             25.47             21.97             28.76
8192                   51.68             26.10             22.50              0.00
16384                 103.23             60.31             52.24             17.85
32768                  89.34             50.31             43.53             10.36
65536                 296.05            192.10            166.64             37.62
131072                354.70            192.31            167.01              2.77
262144                654.28            318.34            276.14              0.00
