1369560

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      32.29             15.75             13.43              0.00
2                      29.54             19.15             16.40             36.69
4                      18.17             10.51              8.95             14.49
8                      14.67             10.28              8.74             49.81
16                     19.90             10.87              9.26              2.59
32                     44.76             21.42             18.46              0.00
64                     32.51             21.89             18.87             43.78
128                    52.98             15.65             13.45              0.00
256                    45.39             25.82             22.27             12.09
512                    40.41             22.14             19.07              4.26
1024                   44.00             29.25             25.21             41.48
2048                   29.52             18.91             16.26             34.72
4096                   78.62             30.59             26.42              0.00
8192                   59.18             29.72             25.67              0.00
16384                  50.46             32.88             28.36             37.98
32768                  73.82             46.47             40.22             32.01
65536                 137.89             72.40             62.75              0.00
131072                284.07            134.96            116.59              0.00
262144                787.91            440.66            382.74              9.27
