1371602

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      26.26             16.97             14.58             36.30
2                      11.64              7.48              6.33             34.38
4                      15.29              7.82              6.62              0.00
8                      15.47              9.88              8.41             33.51
16                     27.03             14.95             12.82              5.71
32                     19.91             14.57             12.49             57.24
64                     15.61             10.40              8.86             41.19
128                    27.01             16.57             14.21             26.55
256                    64.10             36.98             31.95             15.12
512                    30.46             15.58             13.37              0.00
1024                   38.99             23.50             20.24             23.48
2048                   38.28             23.03             19.84             23.12
4096                   49.49             27.88             24.04             10.12
8192                   94.82             50.13             43.40              0.00
16384                  98.07             33.18             28.66              0.00
32768                  96.60             63.23             54.77             39.08
65536                 200.51             77.53             67.21              0.00
131072                211.11            123.55            107.25             18.36
262144                739.46            360.85            313.21              0.00
