1370007

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      35.06             13.31             11.37              0.00
2                      15.11              7.06              5.95              0.00
4                      22.97             17.65             15.14             64.91
8                      16.74              8.21              6.95              0.00
16                     31.97             20.35             17.49             33.53
32                     17.66             10.16              8.66             13.36
64                     20.85              9.25              7.87              0.00
128                    52.27             30.69             26.51             18.58
256                    36.18             21.83             18.80             23.66
512                    43.69             21.98             18.92              0.00
1024                   24.62             15.66             13.44             33.29
2048                   60.99             18.69             16.08              0.00
4096                   54.52             29.79             25.72              3.81
8192                  173.21             67.37             58.36              0.00
16384                 344.76            110.92             96.24              0.00
32768                 353.75            134.13            116.42              0.00
65536                 148.84             84.80             73.67             13.08
131072                250.54            128.39            111.49              0.00
262144                748.26            421.85            366.47             10.93
