1371939

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.85              8.01              6.80              0.00
2                      26.77             10.04              8.56              0.00
4                      20.42              8.13              6.90              0.00
8                      21.45             14.04             12.03             38.40
16                     27.75             17.77             15.27             34.58
32                     15.06              8.11              6.89              0.00
64                     27.28              8.66              7.36              0.00
128                    44.61             14.84             12.73              0.00
256                    42.63             20.14             17.33              0.00
512                    54.84             33.58             28.97             26.63
1024                   33.44             16.68             14.32              0.00
2048                   30.96             18.25             15.69             18.94
4096                   38.95             26.60             22.94             46.18
8192                   60.05             34.19             29.55             12.47
16384                  80.31             53.36             46.19             41.65
32768                  74.42             46.28             40.04             29.71
65536                 128.38             79.19             68.42             28.11
131072                236.50            152.93            132.71             37.03
262144                723.42            367.04            319.03              0.00
