1370330

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      26.40             22.75             19.62             81.39
2                      23.03             13.56             11.62             18.50
4                      17.18             11.32              9.66             39.26
8                      31.47             20.09             17.29             34.20
16                     20.78             11.08              9.47              0.00
32                     24.89             20.15             17.37             72.68
64                     21.25             11.35              9.69              0.00
128                    34.95             20.89             17.98             21.78
256                    36.15             21.17             18.21             17.70
512                    57.68             31.60             27.30              4.46
1024                   84.67             49.27             42.64             16.97
2048                   51.17             28.56             24.64              8.24
4096                   49.91             27.58             23.79              6.15
8192                   56.01             32.00             27.64             13.13
16384                  56.19             37.04             32.01             40.17
32768                  73.14             46.49             40.11             33.56
65536                 116.74             73.02             63.27             30.91
131072                292.04            186.35            161.79             34.67
262144                684.42            407.00            353.31             21.48
