1369218

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      32.95             15.39             13.14              0.00
2                      29.49             19.62             16.84             41.44
4                      20.73             11.76             10.02             10.42
8                      23.25             10.83              9.22              0.00
16                     50.40             29.73             25.62             19.32
32                     51.68             31.03             26.79             22.92
64                     17.19              9.23              7.86              0.00
128                    59.55             30.03             25.92              0.00
256                    49.93             33.18             28.67             41.59
512                    41.33             22.64             19.52              4.23
1024                   48.41             21.14             18.21              0.00
2048                   67.48             27.65             23.86              0.00
4096                   94.40             35.10             30.34              0.00
8192                   75.04             41.03             35.49              4.16
16384                  79.14             45.02             38.92             12.33
32768                 108.47             70.70             61.26             38.35
65536                 224.41            147.71            128.35             40.24
131072                244.47            130.74            113.61              0.00
262144                763.42            400.94            348.36              0.00
