1369333

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.85             20.41             17.50             68.90
2                      14.88              7.46              6.31              0.00
4                      16.55             10.67              9.06             35.11
8                      21.13              7.13              6.02              0.00
16                     21.18              7.94              6.73              0.00
32                     23.40              8.87              7.53              0.00
64                     40.80             24.60             21.20             23.59
128                    79.80             26.68             23.03              0.00
256                    44.32             21.84             18.82              0.00
512                    46.46             19.42             16.71              0.00
1024                   53.78             24.83             21.41              0.00
2048                   54.35             29.58             25.54              3.01
4096                   62.05             31.47             27.18              0.00
8192                   65.58             36.25             31.33              6.37
16384                 109.74             57.85             50.11              0.00
32768                 164.72             97.63             84.69             20.79
65536                 129.90             73.69             63.87             12.00
131072                302.94            162.87            141.30              0.87
262144                861.65            564.49            490.49             39.42
