1369786

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      45.61             29.75             25.59             38.04
2                      25.79             15.20             13.02             18.64
4                      21.45             15.83             13.57             58.55
8                      15.52              9.13              7.76             17.65
16                     19.42             15.74             13.51             72.77
32                     14.96              9.87              8.40             39.40
64                     15.29             11.66              9.96             63.53
128                    30.26             17.20             14.77             11.56
256                    30.54             14.21             12.18              0.00
512                    28.29             17.99             15.47             33.39
1024                   69.16             22.31             19.21              0.00
2048                   48.54             27.73             23.94             13.08
4096                   76.36             39.75             34.36              0.00
8192                   48.10             28.59             24.69             20.98
16384                 103.63             40.02             34.63              0.00
32768                 185.73             63.95             55.41              0.00
65536                 136.11             73.69             63.82              2.20
131072                215.49            131.58            113.75             26.23
262144                662.72            336.76            292.52              0.00
