1370123

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      34.14             21.27             18.25             29.49
2                      11.69              7.07              5.98             22.89
4                      11.21              7.38              6.25             38.71
8                      15.28              7.06              5.97              0.00
16                     24.73             16.20             13.92             38.75
32                     25.63             11.68              9.98              0.00
64                     19.54             13.04             11.17             41.84
128                    45.36             25.00             21.56              5.54
256                    48.69             33.89             29.27             49.45
512                    28.12             17.24             14.76             26.24
1024                   35.50             16.36             14.05              0.00
2048                   44.33             22.99             19.81              0.00
4096                   58.49             25.08             21.63              0.00
8192                   76.38             43.54             37.63             12.72
16384                  53.31             34.84             30.03             38.51
32768                 217.74            114.28             98.55              0.00
65536                 208.91            101.23             87.77              0.00
131072                267.07            146.07            126.73              4.52
262144                595.88            303.66            263.61              0.00
