1371011

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.66             13.90             11.88              9.43
2                      17.46             14.81             12.71             79.22
4                      12.18              8.41              7.14             47.18
8                      18.29             15.28             13.11             77.03
16                     15.27             11.88             10.10             66.51
32                     17.11             10.11              8.62             18.77
64                     13.75             10.12              8.62             57.95
128                    29.20             17.41             14.95             21.11
256                    40.17             21.22             18.27              0.00
512                    24.97             15.70             13.47             31.21
1024                   30.59             17.10             14.67              8.06
2048                   36.62             17.92             15.41              0.00
4096                   33.87             20.41             17.57             23.42
8192                   45.99             27.93             24.10             25.07
16384                  51.54             33.06             28.54             35.25
32768                  72.90             46.71             40.42             35.19
65536                 116.51             72.74             63.05             30.58
131072                215.99            122.49            106.26             12.01
262144                769.41            378.45            328.63              0.00
