1370557

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.84              7.66              6.49             50.97
2                      13.01              6.98              5.90              0.00
4                      13.70             10.82              9.23             68.87
8                      19.46             12.34             10.54             32.47
16                     22.40              9.87              8.41              0.00
32                     19.67             12.54             10.73             33.60
64                     17.48             12.70             10.87             56.05
128                    36.16             15.19             13.03              0.00
256                    53.57             22.57             19.44              0.00
512                    62.70             29.96             25.87              0.00
1024                   26.84             16.15             13.88             23.00
2048                   25.10             16.35             14.05             37.70
4096                   54.72             23.45             20.17              0.00
8192                   51.97             32.86             28.37             32.64
16384                  52.15             34.97             30.19             43.09
32768                  73.90             48.34             41.83             38.90
65536                 127.68             72.11             62.48             11.05
131072                293.83            159.86            138.74              3.44
262144                699.75            339.23            294.60              0.00
