117876

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     140.24
2                     111.13
4                      80.53
8                     126.22
16                    132.49
32                    168.04
64                    210.59
128                   204.91
256                   185.68
512                   172.81
1024                  176.90
2048                  224.66
4096                  191.02
8192                  163.30
16384                 148.23
32768                 324.22
65536                 348.57
131072                559.68
262144                871.19
