120295

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     214.02
2                     212.94
4                     181.89
8                     170.39
16                    149.97
32                    176.08
64                    197.58
128                   185.26
256                   167.42
512                   210.61
1024                  184.76
2048                  196.44
4096                  220.85
8192                  170.32
16384                 191.17
32768                 331.29
65536                 415.96
131072                569.19
262144                799.23
