115058

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     173.51
2                     169.15
4                     165.98
8                     154.33
16                    138.15
32                    186.33
64                    177.57
128                   180.49
256                   194.87
512                   254.15
1024                  232.87
2048                  101.84
4096                  141.95
8192                   82.18
16384                  68.20
32768                 341.40
65536                 401.50
131072                546.34
262144                730.94
