118888

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     142.62
2                     140.05
4                     146.11
8                     146.86
16                    159.66
32                    140.52
64                    133.46
128                   175.72
256                   178.69
512                   191.75
1024                  200.95
2048                  199.46
4096                  225.51
8192                  176.69
16384                 175.38
32768                 323.64
65536                 364.70
131072                538.73
262144                909.40
