115950

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     160.92
2                     173.38
4                     160.30
8                     115.99
16                     70.37
32                    100.50
64                    132.91
128                   147.45
256                   133.12
512                   187.52
1024                  167.57
2048                  198.75
4096                  217.09
8192                  192.23
16384                 115.75
32768                 376.79
65536                 448.28
131072                587.74
262144                778.02
