121567

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     153.52
2                     172.43
4                     179.60
8                     144.23
16                    134.85
32                    128.49
64                    150.45
128                   139.89
256                   163.49
512                   207.60
1024                  202.69
2048                  208.64
4096                  212.12
8192                  165.55
16384                 173.15
32768                 343.06
65536                 376.08
131072                617.67
262144                894.20
