119860

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     199.11
2                     188.62
4                     186.56
8                     179.66
16                    197.55
32                    190.49
64                    180.88
128                   217.53
256                   191.66
512                   174.46
1024                  174.53
2048                  152.24
4096                  209.46
8192                  107.35
16384                 103.84
32768                 340.65
65536                 433.00
131072                557.14
262144                881.76
