114206

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     194.51
2                     199.67
4                     157.27
8                      89.61
16                     73.17
32                     87.50
64                    120.68
128                   110.59
256                   146.81
512                   196.96
1024                  185.52
2048                  183.11
4096                  176.94
8192                  194.97
16384                 219.06
32768                 365.09
65536                 393.23
131072                646.86
262144                983.24
