119134

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     184.93
2                     188.02
4                     169.35
8                     146.10
16                    130.04
32                    149.26
64                    136.35
128                   160.52
256                   144.28
512                   168.68
1024                  155.67
2048                  186.15
4096                  143.71
8192                  146.49
16384                 140.05
32768                 380.47
65536                 454.32
131072                633.46
262144                964.57
