115546

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     169.11
2                     168.36
4                     168.39
8                     169.46
16                    193.22
32                    206.28
64                    221.17
128                   222.98
256                   215.41
512                   216.22
1024                  193.93
2048                  224.44
4096                  207.51
8192                  127.02
16384                 141.53
32768                 374.80
65536                 465.12
131072                626.58
262144                914.42
