117380

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      98.72
2                     158.23
4                     157.07
8                     177.57
16                    156.08
32                    106.99
64                     94.95
128                   149.60
256                   128.15
512                   161.75
1024                  177.11
2048                  198.10
4096                  202.34
8192                  190.88
16384                 144.48
32768                 346.55
65536                 442.02
131072                611.30
262144                793.11
