116300

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     151.29
2                     165.07
4                     178.62
8                     191.45
16                    180.63
32                    142.96
64                    142.53
128                   136.98
256                    82.76
512                    61.71
1024                   70.67
2048                  103.16
4096                  109.68
8192                  163.98
16384                 171.45
32768                 372.36
65536                 408.93
131072                611.98
262144                894.90
