120707

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     150.59
2                     180.03
4                     157.94
8                     185.06
16                    176.68
32                    135.82
64                    151.89
128                   142.87
256                   135.58
512                   151.45
1024                  153.55
2048                  161.81
4096                  154.79
8192                  148.59
16384                 179.68
32768                 337.81
65536                 392.91
131072                498.52
262144                894.59
