117134

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     143.51
2                     166.68
4                     137.92
8                     156.94
16                    167.60
32                    176.55
64                    227.96
128                   201.19
256                   188.78
512                   152.72
1024                  203.51
2048                  209.16
4096                  182.30
8192                  115.33
16384                 101.74
32768                 371.90
65536                 380.85
131072                560.73
262144                846.91
