121323

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     108.02
2                     111.17
4                     161.70
8                     162.17
16                    155.52
32                    161.63
64                    174.62
128                   161.81
256                   169.50
512                   179.74
1024                  177.58
2048                  107.60
4096                  143.50
8192                  191.55
16384                 189.54
32768                 327.25
65536                 391.09
131072                509.17
262144                928.71
