117546

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     172.22
2                     203.80
4                     206.42
8                     229.10
16                    214.39
32                    139.93
64                    138.49
128                   158.67
256                   136.20
512                   130.94
1024                  163.70
2048                  189.05
4096                  178.25
8192                  177.49
16384                 173.31
32768                 349.79
65536                 440.15
131072                635.30
262144                924.85
