120464

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     200.50
2                     126.46
4                     144.78
8                     149.59
16                    143.80
32                    147.28
64                    162.21
128                   186.60
256                   181.22
512                   184.24
1024                  175.35
2048                  155.85
4096                  149.33
8192                  176.85
16384                 137.91
32768                 321.37
65536                 370.62
131072                468.84
262144                855.30
