4105926

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.55
2                       6.37
4                       7.21
8                       6.01
16                      7.75
32                      7.21
64                      7.99
128                     8.01
256                     7.46
512                     8.81
1024                    8.77
2048                    8.85
4096                   18.07
8192                   21.10
16384                  25.17
32768                  33.87
65536                  49.14
131072                 77.59
262144                175.96
