4106169

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.27
2                       5.97
4                       5.77
8                       5.90
16                      6.80
32                      7.48
64                      7.04
128                     8.59
256                     7.62
512                     7.26
1024                    7.98
2048                    9.09
4096                   17.76
8192                   20.32
16384                  23.76
32768                  32.46
65536                  47.42
131072                 77.16
262144                179.40
