4106877

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.28
2                       8.41
4                       8.27
8                       6.46
16                      7.89
32                      9.78
64                      7.62
128                     8.63
256                     9.06
512                     7.93
1024                    8.33
2048                    9.24
4096                   15.83
8192                   20.18
16384                  26.25
32768                  33.26
65536                  47.84
131072                 81.13
262144                184.70
