4105808

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.00
2                       6.48
4                       9.45
8                       6.50
16                      8.69
32                      9.44
64                      6.77
128                     7.91
256                     7.51
512                     7.73
1024                    9.22
2048                    8.75
4096                   16.39
8192                   19.50
16384                  24.57
32768                  33.90
65536                  47.29
131072                 76.21
262144                180.31
