4107116

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.45
2                       8.52
4                       8.87
8                       6.40
16                      6.76
32                      8.24
64                      7.18
128                     8.92
256                     9.96
512                     9.21
1024                    8.75
2048                   10.36
4096                   16.99
8192                   21.76
16384                  27.43
32768                  33.55
65536                  50.17
131072                 82.02
262144                185.77
