4105575

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.67
2                       8.96
4                       7.58
8                       7.26
16                      8.10
32                      9.23
64                     10.63
128                     9.84
256                     8.58
512                     8.13
1024                    9.06
2048                   11.74
4096                   19.47
8192                   22.23
16384                  28.06
32768                  36.43
65536                  50.11
131072                 81.66
262144                189.23
