4106641

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.43
2                       6.53
4                       7.97
8                       8.56
16                      8.73
32                      6.46
64                      9.33
128                     9.06
256                     8.22
512                     7.58
1024                    8.31
2048                    8.38
4096                   19.67
8192                   26.50
16384                  24.35
32768                  35.07
65536                  47.88
131072                 80.65
262144                191.32
