4106521

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.01
2                      12.12
4                       7.17
8                       7.99
16                      7.48
32                      7.30
64                      6.98
128                     7.39
256                     7.71
512                     8.19
1024                    9.59
2048                    8.65
4096                   17.43
8192                   21.44
16384                  23.88
32768                  32.78
65536                  50.28
131072                 80.05
262144                183.56
