4105337

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.29
2                       8.17
4                       6.77
8                       6.04
16                      7.73
32                      6.76
64                      6.93
128                     8.81
256                     7.65
512                     8.05
1024                    8.55
2048                    8.67
4096                   17.78
8192                   19.36
16384                  25.12
32768                  34.71
65536                  48.06
131072                 80.83
262144                181.69
