4105692

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.24
2                       5.86
4                       5.87
8                       7.87
16                      7.02
32                      9.03
64                      9.25
128                     7.69
256                     8.56
512                     9.74
1024                    8.97
2048                    8.59
4096                   15.66
8192                   19.09
16384                  25.79
32768                  32.96
65536                  54.29
131072                 76.66
262144                178.44
