4104967

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.01
2                      10.03
4                       6.64
8                       8.40
16                      8.31
32                      7.69
64                      8.11
128                     9.68
256                     7.82
512                    10.41
1024                    8.81
2048                   10.97
4096                   19.00
8192                   22.12
16384                  27.94
32768                  33.60
65536                  56.73
131072                 84.41
262144                202.34
