4106055

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.32
2                       5.75
4                       6.41
8                       9.00
16                      7.98
32                      6.70
64                      6.20
128                     7.28
256                     7.64
512                     7.99
1024                    9.77
2048                    9.17
4096                   16.21
8192                   19.92
16384                  26.42
32768                  31.64
65536                  49.60
131072                 76.26
262144                187.24
