4107235

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.51
2                       7.28
4                       7.79
8                       6.89
16                      6.22
32                      8.50
64                     11.28
128                     7.91
256                     7.81
512                     7.51
1024                    7.96
2048                   10.46
4096                   19.63
8192                   20.40
16384                  24.44
32768                  36.32
65536                  49.59
131072                 91.39
262144                190.54
