4106401

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.08
2                       7.86
4                       8.99
8                       9.40
16                      6.07
32                      7.61
64                      8.01
128                     7.16
256                     9.85
512                     9.69
1024                    8.22
2048                   10.50
4096                   18.04
8192                   20.19
16384                  26.27
32768                  36.83
65536                  48.33
131072                 77.00
262144                180.83
