4107586

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.59
2                       6.63
4                       8.82
8                       9.52
16                      8.45
32                      8.09
64                      6.61
128                     9.89
256                     9.93
512                     9.73
1024                    9.64
2048                    9.96
4096                   19.40
8192                   23.50
16384                  31.05
32768                  37.72
65536                  52.39
131072                 88.95
262144                193.68
