4106753

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.36
2                       7.24
4                       6.50
8                       7.34
16                      9.08
32                      6.58
64                      6.78
128                     7.20
256                     7.56
512                     8.42
1024                    8.90
2048                    8.68
4096                   17.52
8192                   18.95
16384                  25.25
32768                  32.13
65536                  50.25
131072                 79.81
262144                179.07
