4105219

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.16
2                       5.99
4                       6.67
8                       5.94
16                     11.71
32                      6.72
64                      8.21
128                     9.22
256                     9.85
512                     7.60
1024                    8.67
2048                   10.77
4096                   16.30
8192                   23.09
16384                  25.75
32768                  34.02
65536                  51.97
131072                 80.43
262144                187.72
