4107351

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.98
2                       7.86
4                       9.93
8                       8.82
16                      9.86
32                     10.37
64                      7.85
128                     9.29
256                     9.61
512                     9.23
1024                   11.14
2048                   11.02
4096                   20.65
8192                   23.46
16384                  28.80
32768                  36.47
65536                  49.74
131072                 87.38
262144                201.16
