
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.35
4                       2.33
8                       2.33
16                      2.32
32                      2.33
64                      2.33
128                     2.37
256                     3.06
512                     3.09
1024                    3.18
2048                    3.34
4096                    3.49
8192                    4.00
16384                   4.77
32768                   9.21
65536                  15.93
131072                 22.82
262144                 36.61
