
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.36
2                       2.35
4                       2.31
8                       2.32
16                      2.33
32                      2.32
64                      2.32
128                     2.36
256                     3.04
512                     3.08
1024                    3.16
2048                    3.32
4096                    3.50
8192                    3.93
16384                   4.76
32768                   9.19
65536                  15.89
131072                 22.81
262144                 36.67
