
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.78
2                       2.37
4                       2.33
8                       2.35
16                      2.33
32                      2.34
64                      2.34
128                     2.36
256                     3.07
512                     3.10
1024                    3.18
2048                    3.35
4096                    3.51
8192                    3.95
16384                   4.79
32768                   9.20
65536                  15.92
131072                 22.83
262144                 36.68
