
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.32
2                       2.31
4                       2.28
8                       2.28
16                      2.27
32                      2.28
64                      2.29
128                     2.32
256                     3.00
512                     3.03
1024                    3.13
2048                    3.28
4096                    3.42
8192                    3.89
16384                   4.70
32768                   9.17
65536                  15.61
131072                 22.51
262144                 36.30
