
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.33
4                       2.30
8                       2.31
16                      2.30
32                      2.31
64                      2.30
128                     2.35
256                     3.03
512                     3.07
1024                    3.15
2048                    3.32
4096                    3.48
8192                    3.93
16384                   4.74
32768                   9.20
65536                  15.92
131072                 22.83
262144                 36.66
