
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.57
2                       2.34
4                       2.32
8                       2.32
16                      2.32
32                      2.32
64                      2.32
128                     2.35
256                     3.04
512                     3.08
1024                    3.16
2048                    3.32
4096                    3.49
8192                    3.94
16384                   4.68
32768                   9.20
65536                  15.61
131072                 22.51
262144                 36.33
