
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.48
2                       2.48
4                       2.32
8                       2.32
16                      2.32
32                      2.30
64                      2.32
128                     2.35
256                     3.04
512                     3.07
1024                    3.16
2048                    3.32
4096                    3.49
8192                    3.92
16384                   4.75
32768                   9.18
65536                  15.90
131072                 22.84
262144                 36.65
