
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.33
2                       2.31
4                       2.29
8                       2.33
16                      2.31
32                      2.32
64                      2.32
128                     2.36
256                     3.04
512                     3.08
1024                    3.17
2048                    3.34
4096                    3.49
8192                    3.95
16384                   4.76
32768                   9.18
65536                  15.91
131072                 22.81
262144                 36.57
