
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.35
2                       2.33
4                       2.31
8                       2.30
16                      2.28
32                      2.30
64                      2.29
128                     2.33
256                     3.01
512                     3.04
1024                    3.14
2048                    3.30
4096                    3.45
8192                    3.90
16384                   4.71
32768                   9.19
65536                  15.62
131072                 22.50
262144                 36.31
