
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.36
2                       2.33
4                       2.31
8                       2.31
16                      2.30
32                      2.32
64                      2.31
128                     2.35
256                     3.03
512                     3.08
1024                    3.15
2048                    3.32
4096                    3.49
8192                    3.94
16384                   4.75
32768                   9.21
65536                  15.92
131072                 22.82
262144                 36.64
